MAJ   , Code Postal , Latitude , Longitude , Eloignement 
SAINTE CROIX  ,81150,43.966667,2.066667,1.03
ALBEFEUILLE LAGARDE  ,82290,44.05,1.283333,0.39
ALBIAS   ,82350,44.083333,1.45,1.03
ANGEVILLE   ,82210,44,1.033333,0.74
ASQUES   ,82120,44,0.916667,1.23
AUCAMVILLE   ,82600,43.8,1.216667,2.06
AUTERIVE   ,82500,43.858333,0.966667,-1
AUTY   ,82220,44.2,1.466667,1.98
AUVILLAR   ,82340,44.066667,0.9,1.3
BALIGNAC   ,82120,43.95,0.883333,1.37
BARDIGUES   ,82340,44.033333,0.9,1.3
BARRY D ISLEMADE ,82290,44.066667,1.266667,0.75
LES BARTHES  ,82100,44.1,1.166667,2.21
BEAUMONT DE LOMAGNE ,82500,43.883333,0.983333,1.39
BEAUPUY   ,82600,43.816667,1.133333,1.92
BELBESE   ,82500,43.9,1.066667,1.43
BELVEZE   ,82150,44.333333,1.1,2.23
BESSENS   ,82170,43.883333,1.266667,1.39
BIOULE   ,82800,44.083333,1.55,1.45
BOUDOU   ,82200,44.1,1.016667,0.81
BOUILLAC   ,82600,43.833333,1.133333,1.79
BOULOC   ,82110,44.3,1.133333,1.96
BOURG DE VISA ,82190,44.25,0.966667,1.56
BOURRET   ,82700,43.95,1.166667,0.85
BRASSAC   ,82190,44.216667,0.975,-1
BRESSOLS   ,82710,43.966667,1.333333,0.72
BRUNIQUEL   ,82800,44.05,1.666667,1.94
CAMPSAS   ,82370,43.9,1.316667,1.82
CANALS   ,82170,43.85,1.283333,1.65
CASTANET   ,82160,44.266667,1.95,-1
CASTELMAYRAN   ,82210,44.033333,1.05,1.08
CASTELSAGRAT   ,82400,44.183333,0.95,1.25
CASTELSARRASIN   ,82100,44.033333,1.1,0.71
CASTERAT BOUZET  ,82120,44,0.916667,1.23
CAUMONT   ,82210,44.016667,1,0.88
LE CAUSE  ,82500,43.8,0.966667,2.06
CAUSSADE   ,82300,44.166667,1.533333,1.38
CAYLUS   ,82160,44.233333,1.783333,2.43
CAYRAC   ,82440,44.1,1.466667,1.1
CAYRIECH   ,82240,44.216667,1.616667,1.73
CAZES MONDENARD  ,82110,44.233333,1.216667,1.42
COMBEROUGER   ,82600,43.866667,1.116667,1.52
CORBARIEU   ,82370,43.95,1.366667,0.96
CORDES TOLOSANNES  ,82700,43.983333,1.166667,1.01
COUTURES   ,82210,43.95,0.95,1.88
CUMONT   ,82500,43.866667,0.9,1.52
DIEUPENTALE   ,82170,43.866667,1.266667,1.52
DONZAC   ,82340,44.116667,0.833333,1.58
DUNES   ,82340,44.083333,0.783333,1.79
ESCATALENS   ,82700,43.983333,1.183333,0.76
ESCAZEAUX   ,82500,43.833333,1.033333,1.79
ESPALAIS   ,82400,44.066667,0.9,1.38
ESPARSAC   ,82500,43.9,0.933333,1.25
ESPINAS   ,82160,44.2,1.833333,2.65
FABAS   ,82170,43.85,1.333333,1.65
FAJOLLES   ,82210,43.966667,1.016667,1.05
FAUDOAS   ,82500,43.833333,0.95,1.79
FAUROUX   ,82190,44.25,1,1.56
FENEYROLS   ,82140,44.133333,1.816667,2.58
FINHAN   ,82700,43.916667,1.233333,1.12
GARGANVILLAR   ,82100,43.983333,1.083333,0.69
GARIES   ,82500,43.783333,1.033333,2.19
GENEBRIERES   ,82230,44,1.5,1.24
GENSAC   ,82120,43.95,0.983333,2.08
GIMAT   ,82500,43.85,0.933333,1.65
GINALS   ,82330,44.2,1.866667,2.79
GLATENS   ,82500,43.883333,0.916667,1.39
GOAS   ,82500,43.816667,0.95,1.92
GOLFECH   ,82400,44.116667,0.866667,1.44
GOUDOURVILLE   ,82400,44.116667,0.916667,1.23
GRAMONT   ,82120,43.933333,0.766667,2.27
GRISOLLES   ,82170,43.833333,1.283333,1.79
LABASTIDE DE PENNE ,82240,44.283333,1.6,1.83
LABASTIDE SAINT PIERRE ,82370,43.916667,1.366667,1.12
LABOURGADE   ,82100,43.95,1.116667,0.98
LACAPELLE LIVRON  ,82160,44.266667,1.783333,2.43
LACHAPELLE   ,82120,43.983333,0.85,1.51
LACOUR   ,82190,44.3,0.95,1.96
LACOURT SAINT PIERRE ,82290,43.983333,1.25,1.68
LAFITTE   ,82100,43.966667,1.133333,0.75
LAFRANCAISE   ,82130,44.133333,1.25,1.52
SAINT MARTIN LAGUEPIE ,82250,44.141667,1.966667,-1
LAMAGISTERE   ,82360,44.116667,0.833333,1.58
LAMOTHE CAPDEVILLE  ,82130,44.083333,1.366667,1.74
LAMOTHE CUMONT  ,82500,43.866667,0.9,1.52
LAPENCHE   ,82240,44.233333,1.583333,1.59
LARRAZET   ,82500,43.933333,1.083333,1.89
LAUZERTE   ,82110,44.25,1.133333,1.56
LAVAURETTE   ,82240,44.216667,1.666667,1.94
LAVIT   ,82120,43.966667,0.916667,1.23
LEOJAC   ,82230,44.016667,1.45,1.72
LIZAC   ,82200,44.1,1.2,1.72
LOZE   ,82160,44.283333,1.8,2.51
MALAUSE   ,82200,44.1,0.983333,1.17
MANSONVILLE   ,82120,44.016667,0.85,1.51
MARSAC   ,82120,43.941667,0.825,-1
MAS GRENIER  ,82600,43.9,1.2,1.25
MAUBEC   ,82500,43.8,0.916667,2.06
MAUMUSSON   ,82120,43.916667,0.9,1.3
MEAUZAC   ,82290,44.083333,1.266667,1.2
MERLES   ,82210,44.066667,0.966667,1.5
MIRABEL   ,82440,44.15,1.433333,1.47
MOISSAC   ,82200,44.1,1.083333,0.52
MOLIERES   ,82220,44.183333,1.366667,1.02
MONBEQUI   ,82170,43.883333,1.25,1.43
MONCLAR DE QUERCY ,82230,43.966667,1.583333,1.59
MONTAGUDET   ,82110,44.25,1.083333,1.56
MONTAIGU DE QUERCY ,82150,44.333333,1.016667,2.23
MONTAIN   ,82100,43.95,1.116667,0.98
MONTALZAT   ,82270,44.216667,1.5,1.29
MONTASTRUC   ,82130,44.1,1.291667,-1
MONTAUBAN   ,82000,44.016667,1.35,0.6
MONTBARLA   ,82110,44.216667,1.083333,1.39
MONTBARTIER   ,82700,43.9,1.266667,1.75
MONTBETON   ,82290,44.016667,1.3,0.97
MONTECH   ,82700,43.95,1.233333,0.85
MONTESQUIEU   ,82200,44.2,1.066667,1.16
MONTFERMIER   ,82270,44.216667,1.4,1.44
MONTGAILLARD   ,82120,43.933333,0.875,-1
MONTPEZAT DE QUERCY ,82270,44.233333,1.466667,1.42
MONTRICOUX   ,82800,44.083333,1.616667,1.73
MOUILLAC   ,82160,44.266667,1.666667,2.09
NEGREPELISSE   ,82800,44.066667,1.516667,1.38
NOHIC   ,82370,43.883333,1.433333,1.39
ORGUEIL   ,82370,43.9,1.416667,1.25
   ,82160,44.266667,1.85,2.72
PERVILLE   ,82400,44.183333,0.883333,1.38
LE PIN  ,82340,44.05,0.966667,1.7
PIQUECOS   ,82130,44.1,1.316667,0.47
POMMEVIC   ,82400,44.1,0.933333,1.16
POMPIGNAN   ,82170,43.816667,1.3,1.92
POUPAS   ,82120,43.966667,0.85,1.51
PUYCORNET   ,82220,44.166667,1.333333,0.89
PUYGAILLARD DE QUERCY ,82800,44.016667,1.633333,1.8
PUYLAGARDE   ,82160,44.3,1.85,2.72
PUYLAROQUE   ,82240,44.25,1.6,1.66
REALVILLE   ,82440,44.116667,1.466667,1.1
REYNIES   ,82370,43.916667,1.4,1.12
ROQUECOR   ,82150,44.316667,0.95,2.09
SAINT AIGNAN  ,82100,44.016667,1.083333,0.69
SAINT AMANS DU PECH,82150,44.316667,0.883333,2.09
SAINT AMANS DE PELLAGAL,82110,44.233333,1.116667,1.42
SAINT ARROUMEX  ,82210,44,1,0.88
SAINT BEAUZEIL  ,82150,44.35,0.916667,2.36
SAINT CIRICE  ,82340,44.05,0.85,1.51
SAINT CLAIR  ,82400,44.166667,0.95,-1
SAINT ETIENNE DE TULMONT,82410,44.05,1.466667,1.1
SAINT GEORGES  ,82240,44.225,1.641667,-1
SAINT JEAN DU BOUZET,82120,43.983333,0.883333,1.37
SAINTE JULIETTE  ,82110,44.283333,1.183333,1.83
SAINT LOUP  ,82340,44.083333,0.866667,1.44
SAINT MICHEL  ,82340,44.033333,0.933333,1.24
SAINT NAUPHARY  ,82370,43.983333,1.433333,1.6
SAINT NAZAIRE DE VALENTANE,82190,44.233333,1.016667,1.42
SAINT NICOLAS DE LA,82210,44.066667,1.033333,1.35
SAINT PAUL D ESPIS,82400,44.133333,0.983333,1.27
SAINT PORQUIER  ,82700,44,1.183333,1.06
SAINT PROJET  ,82160,44.308333,1.791667,-1
SAINT SARDOS  ,82600,43.9,1.133333,1.25
SAINT VINCENT  ,82300,44.166667,1.466667,1.1
LA SALVETAT BELMONTET ,82230,43.966667,1.533333,1.38
SAUVETERRE   ,82110,44.266667,1.233333,1.69
SAVENES   ,82600,43.833333,1.216667,1.79
SEPTFONDS   ,82240,44.183333,1.616667,1.73
SERIGNAC   ,82500,43.916667,1.033333,1.17
SISTELS   ,82340,44.066667,0.783333,1.79
TOUFFAILLES   ,82190,44.266667,1.05,1.69
TREJOULS   ,82110,44.266667,1.25,1.69
VAISSAC   ,82800,44.033333,1.566667,1.52
VALEILLES   ,82150,44.366667,0.916667,2.49
VALENCE   ,82400,44.1,0.916667,1.23
VAREN   ,82330,44.15,1.883333,2.86
VAZERAC   ,82220,44.183333,1.3,1.3
VERDUN SUR GARONNE ,82600,43.866667,1.233333,1.52
   ,82330,44.183333,1.883333,2.86
VERLHAC TESCOU  ,82230,43.933333,1.55,1.45
VIGUERON   ,82500,43.883333,1.066667,1.39
VILLEBRUMIER   ,82370,43.9,1.45,1.25
VILLEMADE   ,82130,44.066667,1.266667,1.09
AIGUINES   ,83630,43.766667,6.25,2.08
AMPUS   ,83111,43.6,6.383333,1.12
LES ARCS  ,83460,43.45,6.483333,1
ARTIGNOSC SUR VERDON ,83630,43.7,6.1,1.69
ARTIGUES   ,83560,43.6,5.8,1.65
AUPS   ,83630,43.616667,6.233333,1.21
BAGNOLS EN FORET ,83600,43.533333,6.7,1.84
BANDOL   ,83150,43.133333,5.75,1.85
BARGEME   ,83840,43.733333,6.566667,1.89
BARGEMON   ,83830,43.616667,6.533333,1.21
BARJOLS   ,83670,43.55,6,0.88
LA BASTIDE  ,83840,43.733333,6.616667,1.89
BAUDUEN   ,83630,43.733333,6.183333,1.89
LE BEAUSSET  ,83330,43.2,5.8,1.65
BELGENTIER   ,83210,43.25,6,2.09
BESSE SUR ISSOLE ,83890,43.35,6.166667,0.33
BORMES LES MIMOSAS ,83230,43.15,6.333333,1.49
LE BOURGUET  ,83840,43.783333,6.516667,2.18
BRAS   ,83149,43.466667,5.95,1.07
BRENON   ,83840,43.766667,6.55,2.08
BRIGNOLES   ,83170,43.4,6.066667,0.62
BROVES   ,83440,43.683333,6.583333,1.75
BRUE AURIAC  ,83119,43.533333,5.95,1.07
CABASSE   ,83340,43.416667,6.233333,1.08
LA CADIERE D AZUR,83740,43.2,5.766667,1.78
CALLAS   ,83830,43.583333,6.533333,1.19
CALLIAN   ,83440,43.633333,6.75,2.03
CAMPS LA SOURCE ,83170,43.383333,6.083333,0.76
LE CANNET DES MAURES,83340,43.4,6.35,0.83
CARCES   ,83570,43.466667,6.183333,0.72
CARNOULES   ,83660,43.3,6.183333,0.62
CARQUEIRANNE   ,83320,43.083333,6.083333,1.87
CAVALAIRE SUR MER ,83240,43.166667,6.533333,1.39
LA CELLE  ,83170,43.4,6.033333,0.75
CHATEAUDOUBLE   ,83300,43.583333,6.45,1.02
CHATEAUVERT   ,83670,43.5,6.016667,1.44
CHATEAUVIEUX   ,83840,43.775,6.575,-1
CLAVIERS   ,83830,43.6,6.566667,1.32
COGOLIN   ,83310,43.25,6.533333,1.19
COLLOBRIERES   ,83610,43.233333,6.3,1
COMPS SUR ARTUBY ,83840,43.716667,6.5,1.79
CORRENS   ,83570,43.483333,6.083333,1.26
COTIGNAC   ,83570,43.533333,6.15,0.73
LA CRAU  ,83260,43.15,6.066667,1.49
LA CROIX VALMER ,83420,43.2,6.566667,1.32
CUERS   ,83390,43.233333,6.066667,1.09
DRAGUIGNAN   ,83300,43.533333,6.466667,1
ENTRECASTEAUX   ,83570,43.516667,6.233333,1.49
ESPARRON   ,83560,43.591667,5.85,-1
EVENOS   ,83330,43.166667,5.85,1.46
LA FARLEDE  ,83210,43.166667,6.033333,1.39
FAYENCE   ,83440,43.616667,6.683333,1.77
FIGANIERES   ,83830,43.566667,6.5,1.52
FLASSANS SUR ISSOLE ,83340,43.366667,6.216667,1.29
FLAYOSC   ,83780,43.533333,6.4,0.73
FORCALQUEIRET   ,83136,43.333333,6.083333,0.9
FOX AMPHOUX  ,83670,43.583333,6.1,1.25
LA GARDE FREINET ,83680,43.316667,6.466667,0.93
GAREOULT   ,83136,43.333333,6.05,0.68
GASSIN   ,83580,43.216667,6.583333,1.38
GINASSERVIS   ,83560,43.666667,5.85,1.5
GONFARON   ,83590,43.316667,6.283333,0.52
GRIMAUD   ,83310,43.266667,6.516667,1.13
HYERES   ,83400,43.116667,6.116667,1.68
LE LAVANDOU  ,83980,43.133333,6.366667,1.58
LA LONDE LES MAURES,83250,43.133333,6.233333,1.58
LORGUES   ,83510,43.483333,6.366667,0.54
LE LUC  ,83340,43.383333,6.316667,0.35
LA MARTRE  ,83840,43.766667,6.6,2.08
LES MAYONS  ,83340,43.316667,6.366667,1.55
MAZAUGUES   ,83136,43.333333,5.916667,1.82
MEOUNES LES MONTRIEUX ,83136,43.283333,5.966667,1.15
MOISSAC BELLEVUE  ,83630,43.65,6.166667,1.41
LA MOLE  ,83310,43.2,6.466667,1.44
MONS   ,83440,43.683333,6.716667,1.9
MONTAUROUX   ,83440,43.616667,6.766667,2.09
MONTFERRAT   ,83131,43.616667,6.483333,1.21
MONTFORT SUR ARGENS ,83570,43.466667,6.116667,0.81
MONTMEYAN   ,83670,43.65,6.066667,1.44
LA MOTTE  ,83920,43.483333,6.516667,1.13
LE MUY  ,83490,43.466667,6.55,1.25
NANS LES PINS ,83860,43.366667,5.783333,1.72
NEOULES   ,83136,43.3,6.016667,0.81
OLLIERES   ,83470,43.483333,5.833333,1.52
OLLIOULES   ,83190,43.133333,5.85,1.58
PIERREFEU DU VAR ,83390,43.216667,6.133333,1.1
PIGNANS   ,83790,43.3,6.216667,0.62
PLAN DE LA TOUR,83120,43.333333,6.55,1.25
PONTEVES   ,83670,43.566667,6.05,0.92
POURCIEUX   ,83470,43.466667,5.783333,1.72
POURRIERES   ,83910,43.5,5.733333,1.91
LE PRADET  ,83220,43.1,6.016667,1.78
PUGET SUR ARGENS ,83480,43.45,6.683333,1.77
PUGET VILLE  ,83390,43.283333,6.133333,1.06
RAMATUELLE   ,83350,43.216667,6.616667,1.51
REGUSSE   ,83630,43.65,6.133333,1.41
LE REVEST LES EAUX,83200,43.366667,6.566667,1.32
RIANS   ,83560,43.616667,5.75,1.85
RIBOUX   ,13780,43.3,5.75,1.85
ROCBARON   ,83136,43.3,6.083333,0.92
ROQUEBRUNE SUR ARGENS ,83520,43.433333,6.633333,1.58
LA ROQUEBRUSSANNE  ,83136,43.333333,5.983333,0.94
LA ROQUE ESCLAPON ,83840,43.716667,6.633333,1.79
ROUGIERS   ,83170,43.383333,5.85,1.97
SAINTE ANASTASIE SUR ISSOLE,83136,43.333333,6.133333,1.68
SAINT CYR SUR MER,83270,43.183333,5.716667,1.98
SAINT MARTIN  ,83560,43.58918,5.88478,-1
SAINTE MAXIME  ,83120,43.3,6.633333,1.58
SAINT MAXIMIN LA SAINTE,83470,43.45,5.866667,1.39
SAINT PAUL EN FORET,83440,43.566667,6.683333,1.77
SAINT RAPHAEL  ,83700,43.416667,6.766667,2.09
SAINT TROPEZ  ,83990,43.266667,6.633333,1.58
SAINT ZACHARIE  ,83640,43.383333,5.716667,1.98
SALERNES   ,83690,43.55,6.233333,0.83
LES SALLES SUR VERDON,83630,43.766667,6.2,2.08
SANARY SUR MER ,83110,43.116667,5.8,1.68
SEILLANS   ,83440,43.633333,6.633333,1.58
LA SEYNE SUR MER,83500,43.1,5.883333,1.78
SIGNES   ,83870,43.3,5.866667,1.39
SILLANS LA CASCADE ,83690,43.566667,6.183333,1.5
SOLLIES PONT  ,83210,43.183333,6.05,1.29
SOLLIES TOUCAS  ,83210,43.2,6.016667,1.2
SOLLIES VILLE  ,83210,43.183333,6.033333,1.29
TANNERON   ,83440,43.583333,6.883333,2.55
TARADEAU   ,83460,43.45,6.433333,1
TAVERNES   ,83670,43.6,6.016667,1.12
LE THORONET  ,83340,43.45,6.3,0.94
TOULON   ,83200,43.116667,5.933333,1.68
TOURTOUR   ,83690,43.583333,6.3,1.33
TOURVES   ,83170,43.4,5.933333,1.14
TRANS EN PROVENCE ,83720,43.5,6.483333,1
TRIGANCE   ,83840,43.766667,6.45,2.08
LE VAL  ,83143,43.433333,6.083333,0.55
LA VALETTE DU VAR,83160,43.133333,5.983333,1.58
VARAGES   ,83670,43.6,5.966667,1.23
LA VERDIERE  ,83560,43.633333,5.933333,1.31
VERIGNON   ,83630,43.65,6.266667,1.41
VIDAUBAN   ,83550,43.416667,6.433333,0.8
VILLECROZE   ,83690,43.583333,6.266667,1.02
VINON SUR VERDON ,83560,43.716667,5.8,1.79
VINS SUR CARAMY ,83170,43.433333,6.15,1.56
SAINT MANDRIER SUR MER,83430,43.066667,5.933333,1.97
LES SABLETTES  ,83500,43.083333,5.883333,1.87
ANTHEOR   ,83530,43.433333,6.883333,2.55
AYGUADE CEINTURON  ,83400,43.116667,6.166667,1.68
LAOUQUE   ,83330,43.216667,5.75,1.85
LES LECQUES  ,83270,43.183333,5.666667,2.17
LA MOUTONNE  ,83260,43.116667,6.066667,1.68
AGAY   ,83530,43.433333,6.85,2.42
LE BRUSC  ,83140,43.066667,5.8,1.97
GIENS   ,83400,43.033333,6.133333,2.16
PORQUEROLLES   ,83400,43,6.2,2.35
SAINT AYGULF  ,83370,43.383333,6.733333,1.97
LES SALINS D HYERES,83400,43.116667,6.2,1.68
TAMARIS SUR MER ,83500,43.083333,5.9,1.87
LE TRAYAS  ,83700,43.466667,6.916667,2.68
CAVALIERE   ,83980,43.15,6.433333,1.49
LA CAPTE  ,83400,43.066667,6.15,1.97
ALTHEN DES PALUDS ,84210,44,4.95,2.4
ANSOUIS   ,84240,43.733333,5.466667,1.84
APT   ,84400,43.883333,5.4,1.27
AUBIGNAN   ,84810,44.1,5.016667,0.7
AUREL   ,84390,44.133333,5.416667,1.36
AVIGNON   ,84000,43.95,4.816667,1.73
LE BARROUX  ,84330,44.133333,5.1,1.16
LA BASTIDE DES JOURDANS,84240,43.783333,5.633333,2.47
LA BASTIDONNE  ,84120,43.716667,5.566667,2.13
LE BEAUCET  ,84210,43.983333,5.116667,0.68
BEAUMES DE VENISE ,84190,44.116667,5.033333,0.87
BEAUMETTES   ,84220,43.85,5.233333,1.14
BEAUMONT DE PERTUIS ,84120,43.733333,5.7,2.82
BEAUMONT DU VENTOUX ,84340,44.183333,5.166667,1.12
BEDARRIDES   ,84370,44.033333,4.9,1.3
BEDOIN   ,84410,44.116667,5.166667,0.68
BLAUVAC   ,84570,44.033333,5.2,0.24
BOLLENE   ,84500,44.283333,4.75,2.07
BONNIEUX   ,84480,43.816667,5.3,1.29
BRANTES   ,84390,44.183333,5.333333,1.12
BUISSON   ,84110,44.283333,5,1.78
BUOUX   ,84480,43.833333,5.383333,1.47
CABRIERES D AIGUES ,84240,43.783333,5.5,1.79
CABRIERES D AVIGNON ,84220,43.9,5.166667,1.67
CADENET   ,84160,43.733333,5.366667,1.84
CADEROUSSE   ,84860,44.1,4.75,2.07
CAIRANNE   ,84290,44.233333,4.933333,1.45
CAMARET SUR AIGUES ,84850,44.166667,4.883333,1.38
CAROMB   ,84330,44.116667,5.1,0.75
CARPENTRAS   ,84200,44.05,5.05,0.53
CASENEUVE   ,84750,43.883333,5.483333,1.7
CASTELLET   ,84400,43.85,5.483333,1.7
CAUMONT SUR DURANCE ,84510,43.9,4.95,1.04
CHATEAUNEUF DE GADAGNE ,84470,43.933333,4.933333,1.13
CHATEAUNEUF DU PAPE ,84230,44.05,4.833333,1.64
CHEVAL BLANC  ,84460,43.8,5.066667,1.4
COURTHEZON   ,84350,44.083333,4.883333,1.38
CRESTET   ,84110,44.216667,5.083333,1.34
CRILLON LE BRAVE ,84410,44.116667,5.15,0.95
CUCURON   ,84160,43.783333,5.433333,1.51
ENTRECHAUX   ,84340,44.216667,5.133333,1.34
FAUCON   ,84110,44.266667,5.15,1.67
FLASSAN   ,84410,44.1,5.25,1.5
GARGAS   ,84400,43.9,5.383333,1.19
GIGNAC   ,84400,43.916667,5.533333,1.96
GIGONDAS   ,84190,44.166667,5,1.1
GORDES   ,84220,43.9,5.2,0.95
GOULT   ,84220,43.866667,5.25,0.96
GRAMBOIS   ,84240,43.766667,5.583333,2.22
GRILLON   ,84600,44.4,4.933333,2.55
L ISLE SUR LA,84800,43.916667,5.05,1.45
JONQUERETTES   ,84450,43.95,4.933333,1.13
JONQUIERES   ,84150,44.116667,4.9,1.3
JOUCAS   ,84220,43.916667,5.25,0.63
LACOSTE   ,84480,43.833333,5.3,1.18
LAFARE   ,84190,44.15,5.05,0.9
LAGARDE D APT ,84400,43.983333,5.483333,1.7
LAGARDE PAREOL  ,84290,44.216667,4.85,1.56
LAGNES   ,84800,43.9,5.116667,0.74
LAMOTTE DU RHONE ,84840,44.266667,4.683333,2.41
LAPALUD   ,84840,44.3,4.683333,2.41
LAURIS   ,84360,43.75,5.316667,1.73
LIOUX   ,84220,43.95,5.316667,1.86
LORIOL DU COMTAT ,84870,44.083333,5,0.78
LOURMARIN   ,84160,43.766667,5.366667,1.62
MALAUCENE   ,84340,44.166667,5.133333,1.01
MALEMORT DU COMTAT ,84570,44.016667,5.166667,1.4
MAUBEC   ,84660,43.85,5.166667,1.07
MAZAN   ,84380,44.05,5.133333,0.24
MENERBES   ,84560,43.833333,5.216667,1.18
MERINDOL   ,84360,43.75,5.2,1.73
METHAMIS   ,84570,44.016667,5.216667,0.94
MODENE   ,84330,44.1,5.116667,0.57
MONDRAGON   ,84430,44.233333,4.716667,2.24
MONIEUX   ,84390,44.066667,5.366667,1.1
MONTEUX   ,84170,44.033333,5,0.78
MORMOIRON   ,84570,44.066667,5.183333,1.24
MORNAS   ,84550,44.2,4.733333,2.16
LA MOTTE D AIGUES,84240,43.766667,5.516667,1.87
MURS   ,84220,43.95,5.25,1.04
OPPEDE   ,84580,43.833333,5.183333,1.18
ORANGE   ,84100,44.133333,4.8,1.81
PERNES LES FONTAINES ,84210,44,5.05,0.58
PERTUIS   ,84120,43.683333,5.5,2.17
PEYPIN D AIGUES ,84240,43.8,5.566667,2.13
PIOLENC   ,84420,44.183333,4.766667,1.98
LE PONTET  ,84130,43.966667,4.85,1.56
PUGET   ,84360,43.75,5.3,1.73
PUYMERAS   ,84110,44.266667,5.133333,1.67
PUYVERT   ,84160,43.766667,5.35,1.62
RASTEAU   ,84110,44.216667,4.983333,1.34
RICHERENCHES   ,84600,44.366667,4.916667,2.33
ROAIX   ,84110,44.25,5.016667,1.56
ROBION   ,84440,43.85,5.116667,1.07
LA ROQUE ALRIC ,84190,44.15,5.066667,0.96
LA ROQUE SUR PERNES,84210,43.983333,5.1,0.39
ROUSSILLON   ,84220,43.9,5.283333,0.83
RUSTREL   ,84400,43.916667,5.483333,1.7
SABLET   ,84110,44.183333,5,1.33
SAIGNON   ,84400,43.866667,5.433333,1.44
SAINTE CECILE LES VIGNES,84290,44.25,4.883333,1.56
SAINT CHRISTOL  ,84390,44.033333,5.5,1.79
SAINT DIDIER  ,84210,44,5.116667,0.68
SAINT LEGER DU VENTOUX,84390,44.2,5.266667,1.68
SAINT MARTIN DE CASTILLON,84750,43.866667,5.516667,1.87
SAINT MARTIN DE LA,84760,43.766667,5.533333,1.96
SAINT PANTALEON  ,84220,43.883333,5.25,0.85
SAINT PIERRE DE VASSOLS,84330,44.1,5.15,1.55
SAINT ROMAIN EN VIENNOIS,84110,44.266667,5.116667,1.67
SAINT ROMAN DE MALEGARDE,84290,44.266667,4.966667,1.67
SAINT SATURNIN LES AVIGNON,84450,43.95,4.933333,1.13
SAINT TRINIT  ,84390,44.1,5.466667,1.62
SANNES   ,84240,43.75,5.483333,1.73
SARRIANS   ,84260,44.083333,4.966667,0.96
SAVOILLAN   ,84390,44.183333,5.383333,1.19
SEGURET   ,84110,44.2,5.016667,1.23
SERIGNAN DU COMTAT ,84830,44.183333,4.85,1.56
SIVERGUES   ,84400,43.833333,5.4,1.27
SORGUES   ,84700,44,4.866667,1.47
SUZETTE   ,84190,44.166667,5.066667,1.1
TAILLADES   ,84300,43.833333,5.1,1.18
LE THOR  ,84250,43.933333,5,0.78
LA TOUR D AIGUES,84240,43.733333,5.55,2.04
TRAVAILLAN   ,84850,44.183333,4.9,1.3
UCHAUX   ,84100,44.216667,4.8,1.81
VACQUEYRAS   ,84190,44.133333,4.983333,1.48
VAISON LA ROMAINE ,84110,44.233333,5.066667,1.45
VALREAS   ,84600,44.383333,4.983333,2.44
FONTAINE DE VAUCLUSE ,84800,43.916667,5.133333,0.97
VAUGINES   ,84160,43.783333,5.416667,1.51
VEDENE   ,84270,43.983333,4.9,1.3
VELLERON   ,84740,43.95,5.033333,0.61
VENASQUE   ,84210,43.983333,5.15,1.28
VIENS   ,84750,43.9,5.566667,2.13
VILLARS   ,84400,43.916667,5.4,1.27
VILLEDIEU   ,84110,44.283333,5.033333,1.78
VILLELAURE   ,84530,43.716667,5.433333,1.95
VILLES SUR AUZON ,84570,44.05,5.233333,1.3
VIOLES   ,84150,44.166667,4.95,1.04
VISAN   ,84820,44.3,4.966667,1.89
LES VIGNERES  ,84300,43.883333,5.016667,1
MONTFAVET   ,84140,43.933333,4.883333,1.38
L AIGUILLON SUR MER,85460,46.333333,-1.3,1.99
L AIGUILLON SUR VIE,85220,46.666667,-1.833333,1.76
AIZENAY   ,85190,46.733333,-1.616667,1.12
ANGLES   ,85750,46.4,-1.4,1.58
ANTIGNY   ,85120,46.616667,-0.766667,1.41
APREMONT   ,85220,46.75,-1.75,1.57
AUBIGNY   ,85430,46.6,-1.45,1.1
AUZAY   ,85200,46.433333,-0.866667,1.38
AVRILLE   ,85440,46.466667,-1.5,1.17
BARBATRE   ,85630,46.95,-2.183333,2.81
LA BARRE DE MONTS,85550,46.883333,-2.133333,2.66
BAZOGES EN PAILLERS ,85130,46.9,-1.133333,1.85
BAZOGES EN PAREDS ,85390,46.65,-0.9,1.33
BEAULIEU SOUS LA ROCHE,85190,46.666667,-1.616667,1.12
BEAUREPAIRE   ,85500,46.916667,-1.083333,1.6
BEAUVOIR SUR MER ,85230,46.916667,-2.05,2.41
BELLEVILLE SUR VIE ,85170,46.783333,-1.433333,0.78
BENET   ,85490,46.366667,-0.6,1.91
LA BERNARDIERE  ,85610,47.05,-1.266667,2.42
LE BERNARD  ,85560,46.433333,-1.466667,1.38
BESSAY   ,85320,46.533333,-1.15,0.97
BOIS DE CENE ,85710,46.933333,-1.9,1.96
LA BOISSIERE DE MONTAIGU,85600,46.95,-1.183333,1.86
LA BOISSIERE DES LANDES,85430,46.566667,-1.466667,0.93
BOUFFERE   ,85600,46.966667,-1.35,1.91
BOUILLE COURDAULT  ,85420,46.383333,-0.683333,1.68
BOUIN   ,85230,46.966667,-2,2.26
BOULOGNE   ,85140,46.8,-1.316667,1.33
LE BOUPERE  ,85510,46.8,-0.916667,1
BOURNEAU   ,85200,46.55,-0.816667,1.62
BOURNEZEAU   ,85480,46.633333,-1.166667,0.22
BRETIGNOLLES SUR MER ,85470,46.633333,-1.866667,1.86
LA BRETONNIERE  ,85320,46.483333,-1.25,1.07
BREUIL BARRET  ,85120,46.65,-0.683333,1.66
